State,Year,Crop,Area_ha,Production_tonnes,Yield_t_per_ha
Madhya Pradesh,2002-03,Other  Rabi Pulses,719020.000,294556.000,0.409663
Madhya Pradesh,2002-03,Other Kharif Pulses,651323.000,175735.000,0.269812
Madhya Pradesh,2002-03,Potato,40871.000,487836.000,11.935994
Madhya Pradesh,2002-03,Ragi,608.000,150.300,0.247204
Madhya Pradesh,2002-03,Rapeseed &Mustard,368327.000,239413.010,0.650001
Madhya Pradesh,2002-03,Rice,1671107.000,1024930.000,0.613324
Madhya Pradesh,2002-03,Safflower,280.000,47.040,0.168000
Madhya Pradesh,2002-03,Sannhamp,5767.000,9334.000,1.618519
Madhya Pradesh,2002-03,Sesamum,126268.000,29042.000,0.230003
Madhya Pradesh,2002-03,Small Millets,605458.000,87520.000,0.144552
Madhya Pradesh,2002-03,Soyabean,4176744.000,2664763.000,0.638000
Madhya Pradesh,2002-03,Sugarcane,39073.000,1560420.000,39.936017
Madhya Pradesh,2002-03,Sunflower,2354.000,931.040,0.395514
Madhya Pradesh,2002-03,Sweet Potato,3757.000,21287.000,5.665957
Madhya Pradesh,2002-03,Tobacco,173.000,75.010,0.433584
Madhya Pradesh,2002-03,Turmeric,552394.000,379455.020,0.686928
Madhya Pradesh,2002-03,Wheat,3369481.000,4916044.000,1.458991
Madhya Pradesh,2003-04,Arhar/Tur,311195.000,251757.000,0.809001
Madhya Pradesh,2003-04,Bajra,201165.000,281430.000,1.399001
Madhya Pradesh,2003-04,Banana,15985.000,457194.000,28.601439
Madhya Pradesh,2003-04,Barley,84256.000,123182.000,1.461997
Madhya Pradesh,2003-04,Castor Seed,1523.000,572.000,0.375575
Madhya Pradesh,2003-04,Coriander,125074.000,46968.010,0.375522
Madhya Pradesh,2003-04,Cotton(Lint),557169.000,628304.000,1.127672
Madhya Pradesh,2003-04,Dry Chillies,48810.000,38365.000,0.786007
Madhya Pradesh,2003-04,Garlic,33158.000,137875.000,4.158122
Madhya Pradesh,2003-04,Ginger,5067.000,6284.000,1.240182
Madhya Pradesh,2003-04,Gram,2785209.000,2581889.000,0.927000
Madhya Pradesh,2003-04,Groundnut,214353.000,247578.000,1.155001
Madhya Pradesh,2003-04,Horse-Gram,31032.000,9570.000,0.308391
Madhya Pradesh,2003-04,Jowar,771932.000,940985.000,1.219000
Madhya Pradesh,2003-04,Linseed,143384.000,61655.000,0.429999
Madhya Pradesh,2003-04,Maize,898618.000,1858342.000,2.068000
Madhya Pradesh,2003-04,Masoor,17.000,8.000,0.470588
Madhya Pradesh,2003-04,Mesta,4700.000,10600.000,2.255319
Madhya Pradesh,2003-04,Moong(Green Gram),722.000,175.000,0.242382
Madhya Pradesh,2003-04,Niger Seed,102368.000,23455.000,0.229124
Madhya Pradesh,2003-04,Onion,30958.000,416137.000,13.441986
Madhya Pradesh,2003-04,Other  Rabi Pulses,737005.000,377983.000,0.512864
Madhya Pradesh,2003-04,Other Kharif Pulses,725486.000,264389.000,0.364430
Madhya Pradesh,2003-04,Peas & Beans (Pulses),5.000,2.000,0.400000
Madhya Pradesh,2003-04,Potato,46546.000,667656.000,14.344004
Madhya Pradesh,2003-04,Ragi,514.000,136.100,0.264786
Madhya Pradesh,2003-04,Rapeseed &Mustard,535540.000,579990.000,1.083000
Madhya Pradesh,2003-04,Rice,1708583.000,1743430.000,1.020395
Madhya Pradesh,2003-04,Safflower,632.000,172.000,0.272152
Madhya Pradesh,2003-04,Sannhamp,5584.000,11127.000,1.992658
Madhya Pradesh,2003-04,Sesamum,144080.000,50572.000,0.350999
Madhya Pradesh,2003-04,Small Millets,400775.000,122503.000,0.305665
Madhya Pradesh,2003-04,Soyabean,4198619.000,4643673.000,1.106000
Madhya Pradesh,2003-04,Sugarcane,43141.000,1881840.000,43.620686
Madhya Pradesh,2003-04,Sunflower,1984.000,1062.000,0.535282
Madhya Pradesh,2003-04,Sweet Potato,3821.000,21742.000,5.690133
Madhya Pradesh,2003-04,Turmeric,655.000,682.000,1.041221
Madhya Pradesh,2003-04,Urad,616569.000,233203.000,0.378227
Madhya Pradesh,2003-04,Wheat,4078974.000,7357255.000,1.803702
Madhya Pradesh,2004-05,Arhar/Tur,314422.000,243677.000,0.775000
Madhya Pradesh,2004-05,Bajra,184058.000,248478.000,1.349998
Madhya Pradesh,2004-05,Barley,82522.000,102327.000,1.239997
Madhya Pradesh,2004-05,Castor Seed,1773.000,758.000,0.427524
Madhya Pradesh,2004-05,Coriander,136352.000,52565.000,0.385510
Madhya Pradesh,2004-05,Cotton(Lint),584347.000,644433.000,1.102826
Madhya Pradesh,2004-05,Garlic,42254.000,178505.000,4.224570
Madhya Pradesh,2004-05,Ginger,5216.000,5918.000,1.134586
Madhya Pradesh,2004-05,Gram,2686452.000,2471539.000,0.920001
Madhya Pradesh,2004-05,Groundnut,211696.000,240698.000,1.136998
Madhya Pradesh,2004-05,Horse-Gram,29842.000,7720.000,0.258696
Madhya Pradesh,2004-05,Jowar,633060.000,608371.000,0.961001
Madhya Pradesh,2004-05,Linseed,129121.000,61211.000,0.474059
Madhya Pradesh,2004-05,Maize,873546.000,1222964.000,1.400000
Madhya Pradesh,2004-05,Masoor,528897.000,262204.000,0.495756
Madhya Pradesh,2004-05,Niger Seed,97833.000,23328.000,0.238447
Madhya Pradesh,2004-05,Onion,35661.000,560306.000,15.712010
Madhya Pradesh,2004-05,Potato,47570.000,713265.000,14.994009
Madhya Pradesh,2004-05,Ragi,403.000,112.000,0.277916
Madhya Pradesh,2004-05,Rapeseed &Mustard,760363.000,755941.000,0.994184
Madhya Pradesh,2004-05,Rice,1675513.000,1302615.000,0.777442
Madhya Pradesh,2004-05,Safflower,1205.000,360.000,0.298755
Madhya Pradesh,2004-05,Sesamum,160464.000,65148.000,0.405998
Madhya Pradesh,2004-05,Small Millets,371536.000,107595.000,0.289595
Madhya Pradesh,2004-05,Soyabean,4580458.000,3751395.000,0.819000
Madhya Pradesh,2004-05,Sugarcane,41925.000,1794420.000,42.800716
Madhya Pradesh,2004-05,Sunflower,1897.000,974.000,0.513442
Madhya Pradesh,2004-05,Sweet Potato,4172.000,24117.000,5.780681
Madhya Pradesh,2004-05,Turmeric,662.000,633.000,0.956193
Madhya Pradesh,2004-05,Urad,552365.000,201732.000,0.365215
Madhya Pradesh,2004-05,Wheat,4188248.000,7320042.000,1.747758
Madhya Pradesh,2005-06,Arhar/Tur,319473.000,237688.000,0.744000
Madhya Pradesh,2005-06,Bajra,182506.000,271934.000,1.490000
Madhya Pradesh,2005-06,Barley,79165.000,98560.000,1.244995
Madhya Pradesh,2005-06,Castor Seed,1499.000,683.000,0.455637
Madhya Pradesh,2005-06,Cotton(Lint),596392.000,698722.000,1.171582
Madhya Pradesh,2005-06,Gram,2534571.000,2374893.000,0.937000
Madhya Pradesh,2005-06,Groundnut,204793.000,226296.000,1.104999
Madhya Pradesh,2005-06,Horse-Gram,27206.000,7519.000,0.276373
Madhya Pradesh,2005-06,Jowar,568721.000,596107.000,1.048154
Madhya Pradesh,2005-06,Linseed,132260.000,53036.000,0.400998
Madhya Pradesh,2005-06,Maize,852591.000,1240520.000,1.455000
Madhya Pradesh,2005-06,Masoor,580847.000,316382.000,0.544691
Madhya Pradesh,2005-06,Moong(Green Gram),75291.000,22940.000,0.304684
Madhya Pradesh,2005-06,Niger Seed,105484.000,23577.000,0.223513
Madhya Pradesh,2005-06,Onion,37656.000,575949.000,15.295013
Madhya Pradesh,2005-06,Peas & Beans (Pulses),218423.000,103563.000,0.474140
Madhya Pradesh,2005-06,Potato,45967.000,614671.000,13.372006
Madhya Pradesh,2005-06,Ragi,421.000,114.000,0.270784
Madhya Pradesh,2005-06,Rapeseed &Mustard,829550.000,856096.000,1.032000
Madhya Pradesh,2005-06,Rice,1700446.000,1687475.000,0.992372
Madhya Pradesh,2005-06,Sesamum,184090.000,72531.000,0.393998
Madhya Pradesh,2005-06,Small Millets,33926.000,12901.000,0.380269
Madhya Pradesh,2005-06,Soyabean,4576216.000,4805027.000,1.050000
Madhya Pradesh,2005-06,Sugarcane,51620.000,2236980.000,43.335529
Madhya Pradesh,2005-06,Sunflower,1098.000,588.000,0.535519
Madhya Pradesh,2005-06,Sweet Potato,4171.000,22869.000,5.482858
Madhya Pradesh,2005-06,Urad,486699.000,183119.000,0.376247
Madhya Pradesh,2005-06,Wheat,3772615.000,6192368.000,1.641399
Madhya Pradesh,2006-07,Arhar/Tur,305009.000,209541.000,0.686999
Madhya Pradesh,2006-07,Bajra,183115.000,251783.000,1.374999
Madhya Pradesh,2006-07,Banana,14836.000,916526.000,61.777164
Madhya Pradesh,2006-07,Castor Seed,1508.000,754.000,0.500000
Madhya Pradesh,2006-07,Coriander,116571.000,49879.000,0.427885
Madhya Pradesh,2006-07,Cotton(Lint),629739.000,820039.000,1.302189
Madhya Pradesh,2006-07,Dry Chillies,47381.000,40748.000,0.860007
Madhya Pradesh,2006-07,Garlic,41697.000,182491.000,4.376598
Madhya Pradesh,2006-07,Ginger,6005.000,7401.000,1.232473
Madhya Pradesh,2006-07,Gram,2584633.000,2553617.000,0.988000
Madhya Pradesh,2006-07,Groundnut,197231.000,187504.000,0.950682
Madhya Pradesh,2006-07,Horse-Gram,25642.000,7456.000,0.290773
Madhya Pradesh,2006-07,Jowar,533639.000,551249.000,1.033000
Madhya Pradesh,2006-07,Jute,4608.000,8923.000,1.936415
Madhya Pradesh,2006-07,Khesari,46723.000,36491.000,0.781007
Madhya Pradesh,2006-07,Linseed,126038.000,59139.000,0.469216
Madhya Pradesh,2006-07,Maize,879420.000,846002.000,0.962000
Madhya Pradesh,2006-07,Masoor,538670.000,280356.000,0.520460
Madhya Pradesh,2006-07,Mesta,523.000,1186.000,2.267686
Madhya Pradesh,2006-07,Moong(Green Gram),75002.000,25550.000,0.340658
Madhya Pradesh,2006-07,Niger Seed,106929.000,23792.000,0.222503
Madhya Pradesh,2006-07,Onion,37825.000,629635.000,16.646001
Madhya Pradesh,2006-07,Other  Rabi Pulses,2051.000,671.000,0.327157
Madhya Pradesh,2006-07,Other Kharif Pulses,8164.000,1932.000,0.236649
Madhya Pradesh,2006-07,Peas & Beans (Pulses),189486.000,83842.000,0.442471
Madhya Pradesh,2006-07,Potato,48540.000,648203.000,13.353997
Madhya Pradesh,2006-07,Rapeseed &Mustard,751836.000,709864.000,0.944174
Madhya Pradesh,2006-07,Rice,1674013.000,1389269.000,0.829903
Madhya Pradesh,2006-07,Safflower,427.000,573.000,1.341920
Madhya Pradesh,2006-07,Sesamum,246733.000,87837.000,0.356000
Madhya Pradesh,2006-07,Small Millets,319012.000,119823.000,0.375607
Madhya Pradesh,2006-07,Soyabean,4691195.000,4780328.000,1.019000
Madhya Pradesh,2006-07,Sugarcane,61085.000,2692260.000,44.073995
Madhya Pradesh,2006-07,Sunflower,848.000,393.000,0.463443
Madhya Pradesh,2006-07,Sweet Potato,4070.000,22633.000,5.560934
Madhya Pradesh,2006-07,Tobacco,204.000,92.000,0.450980
Madhya Pradesh,2006-07,Turmeric,668.000,583.000,0.872754
Madhya Pradesh,2006-07,Urad,474500.000,167683.000,0.353389
Madhya Pradesh,2006-07,Wheat,4262382.000,7840446.000,1.839452
Madhya Pradesh,2007-08,Arhar/Tur,300463.000,193198.000,0.643001
Madhya Pradesh,2007-08,Bajra,200929.000,275675.000,1.372002
Madhya Pradesh,2007-08,Banana,7543.000,470299.000,62.349065
Madhya Pradesh,2007-08,Barley,63722.000,64869.000,1.018000
Madhya Pradesh,2007-08,Castor Seed,1626.000,704.000,0.432964
Madhya Pradesh,2007-08,Coriander,138113.000,44656.000,0.323329
Madhya Pradesh,2007-08,Cotton(Lint),617943.000,146026.000,0.236310
Madhya Pradesh,2007-08,Garlic,53653.000,225852.000,4.209494
Madhya Pradesh,2007-08,Gram,2655684.000,1922715.000,0.724000
Madhya Pradesh,2007-08,Groundnut,201078.000,192714.000,0.958404
Madhya Pradesh,2007-08,Horse-Gram,24154.000,9068.000,0.375424
Madhya Pradesh,2007-08,Jowar,534902.000,592608.000,1.107881
Madhya Pradesh,2007-08,Khesari,51415.000,30084.000,0.585121
Madhya Pradesh,2007-08,Linseed,108444.000,46261.000,0.426589
Madhya Pradesh,2007-08,Maize,841830.000,1111216.000,1.320000
Madhya Pradesh,2007-08,Masoor,520643.000,233118.000,0.447750
Madhya Pradesh,2007-08,Niger Seed,100416.000,23755.000,0.236566
Madhya Pradesh,2007-08,Onion,41376.000,601524.000,14.537993
Madhya Pradesh,2007-08,Peas & Beans (Pulses),169653.000,66664.000,0.392943
Madhya Pradesh,2007-08,Potato,56663.000,713614.000,12.594003
Madhya Pradesh,2007-08,Ragi,456.000,144.000,0.315789
Madhya Pradesh,2007-08,Rapeseed &Mustard,635178.000,595896.000,0.938156
Madhya Pradesh,2007-08,Rice,1634912.000,1404371.000,0.858989
Madhya Pradesh,2007-08,Safflower,433.000,96.000,0.221709
Madhya Pradesh,2007-08,Sannhamp,4569.000,3671.000,0.803458
Madhya Pradesh,2007-08,Sesamum,309055.000,116348.000,0.376464
Madhya Pradesh,2007-08,Small Millets,2912.000,841.000,0.288805
Madhya Pradesh,2007-08,Soyabean,5187928.000,5359130.000,1.033000
Madhya Pradesh,2007-08,Sugarcane,77120.000,3276720.000,42.488589
Madhya Pradesh,2007-08,Sunflower,615.000,341.000,0.554472
Madhya Pradesh,2007-08,Sweet Potato,3752.000,20560.000,5.479744
Madhya Pradesh,2007-08,Tobacco,157.000,73.000,0.464968
Madhya Pradesh,2007-08,Turmeric,655.000,545.000,0.832061
Madhya Pradesh,2007-08,Urad,574183.000,200727.000,0.349587
Madhya Pradesh,2007-08,Wheat,4089343.000,6729363.000,1.645585
Madhya Pradesh,2008-09,Arhar/Tur,306161.000,243398.000,0.795000
Madhya Pradesh,2008-09,Bajra,187954.000,260504.000,1.385999
Madhya Pradesh,2008-09,Banana,7847.000,397231.000,50.622021
Madhya Pradesh,2008-09,Barley,77326.000,103771.000,1.341994
Madhya Pradesh,2008-09,Castor Seed,1420.000,504.000,0.354930
Madhya Pradesh,2008-09,Coriander,141394.000,59153.000,0.418356
Madhya Pradesh,2008-09,Cotton(Lint),612277.000,143532.000,0.234423
Madhya Pradesh,2008-09,Garlic,49080.000,207441.000,4.226589
Madhya Pradesh,2008-09,Gram,2869006.000,2811626.000,0.980000
Madhya Pradesh,2008-09,Groundnut,202277.000,235290.000,1.163207
Madhya Pradesh,2008-09,Horse-Gram,23869.000,7460.000,0.312539
Madhya Pradesh,2008-09,Jowar,485567.000,584137.000,1.203000
Madhya Pradesh,2008-09,Khesari,51566.000,38829.000,0.752996
Madhya Pradesh,2008-09,Linseed,108748.000,46466.000,0.427281
Madhya Pradesh,2008-09,Maize,826722.000,1131782.000,1.368999
Madhya Pradesh,2008-09,Masoor,529690.000,263930.000,0.498273
Madhya Pradesh,2008-09,Niger Seed,100298.000,23010.000,0.229416
Madhya Pradesh,2008-09,Onion,40146.000,582438.000,14.507996
Madhya Pradesh,2008-09,Peas & Beans (Pulses),202535.000,99172.000,0.489654
Madhya Pradesh,2008-09,Potato,56301.000,649826.000,11.541997
Madhya Pradesh,2008-09,Ragi,444.000,148.000,0.333333
Madhya Pradesh,2008-09,Rapeseed &Mustard,756292.000,802086.000,1.060551
Madhya Pradesh,2008-09,Rice,1706557.000,1571103.000,0.920627
Madhya Pradesh,2008-09,Safflower,260.000,59.000,0.226923
Madhya Pradesh,2008-09,Sannhamp,4427.000,1542.000,0.348317
Madhya Pradesh,2008-09,Sesamum,243804.000,101515.000,0.416380
Madhya Pradesh,2008-09,Small Millets,295734.000,84032.000,0.284147
Madhya Pradesh,2008-09,Soyabean,5281337.000,5915097.000,1.120000
Madhya Pradesh,2008-09,Sugarcane,53704.000,2381030.000,44.336176
Madhya Pradesh,2008-09,Sunflower,395.000,215.000,0.544304
Madhya Pradesh,2008-09,Sweet Potato,3584.000,20770.000,5.795201
Madhya Pradesh,2008-09,Tobacco,229.000,92.000,0.401747
Madhya Pradesh,2008-09,Turmeric,657.000,582.000,0.885845
Madhya Pradesh,2008-09,Urad,520528.000,201210.000,0.386550
Madhya Pradesh,2008-09,Wheat,3997666.000,7272210.000,1.819114
Madhya Pradesh,2009-10,Arhar/Tur,324870.000,253399.000,0.780001
Madhya Pradesh,2009-10,Bajra,197914.000,312252.000,1.577716
Madhya Pradesh,2009-10,Banana,8040.000,501350.000,62.356965
Madhya Pradesh,2009-10,Barley,75065.000,97660.000,1.301006
Madhya Pradesh,2009-10,Castor Seed,1361.000,530.000,0.389420
Madhya Pradesh,2009-10,Coriander,150426.000,70473.000,0.468489
Madhya Pradesh,2009-10,Cotton(Lint),623072.000,133079.000,0.213585
Madhya Pradesh,2009-10,Cowpea(Lobia),3672.000,1314.000,0.357843
Madhya Pradesh,2009-10,Dry Chillies,54162.000,90505.000,1.671006
Madhya Pradesh,2009-10,Garlic,52169.000,224352.000,4.300485
Madhya Pradesh,2009-10,Ginger,7797.000,9667.000,1.239836
Madhya Pradesh,2009-10,Gram,3007732.000,3218273.000,1.070000
Madhya Pradesh,2009-10,Groundnut,207062.000,249510.000,1.205001
Madhya Pradesh,2009-10,Horse-Gram,22304.000,6764.000,0.303264
Madhya Pradesh,2009-10,Jowar,456052.000,592816.000,1.299887
Madhya Pradesh,2009-10,Khesari,53778.000,40118.000,0.745993
Madhya Pradesh,2009-10,Linseed,106966.000,56679.000,0.529879
Madhya Pradesh,2009-10,Maize,812456.000,1018820.000,1.254000
Madhya Pradesh,2009-10,Masoor,519238.000,272042.000,0.523925
Madhya Pradesh,2009-10,Mesta,731.000,253.000,0.346101
Madhya Pradesh,2009-10,Moong(Green Gram),76343.000,25716.000,0.336848
Madhya Pradesh,2009-10,Niger Seed,95632.000,21058.000,0.220198
Madhya Pradesh,2009-10,Onion,51151.000,785475.000,15.356005
Madhya Pradesh,2009-10,Peas & Beans (Pulses),194056.000,90793.000,0.467870
Madhya Pradesh,2009-10,Potato,60052.000,737859.000,12.287001
Madhya Pradesh,2009-10,Ragi,382.000,120.000,0.314136
Madhya Pradesh,2009-10,Rapeseed &Mustard,768719.000,804849.000,1.047000
Madhya Pradesh,2009-10,Rice,1593071.000,1355660.000,0.850973
Madhya Pradesh,2009-10,Safflower,409.000,122.000,0.298289
Madhya Pradesh,2009-10,Sannhamp,4188.000,1469.000,0.350764
Madhya Pradesh,2009-10,Sesamum,320540.000,139874.000,0.436370
Madhya Pradesh,2009-10,Small Millets,269116.000,74621.000,0.277282
Madhya Pradesh,2009-10,Soyabean,5439849.000,6419078.000,1.180010
Madhya Pradesh,2009-10,Sugarcane,45549.000,1847170.000,40.553470
Madhya Pradesh,2009-10,Sunflower,202.000,124.000,0.613861
Madhya Pradesh,2009-10,Sweet Potato,3497.000,20803.000,5.948813
Madhya Pradesh,2009-10,Tobacco,312.000,229.000,0.733974
Madhya Pradesh,2009-10,Turmeric,649.000,573.000,0.882897
Madhya Pradesh,2009-10,Urad,573040.000,220666.000,0.385080
Madhya Pradesh,2009-10,Wheat,4458995.000,8865378.000,1.988201
Madhya Pradesh,2010-11,Arhar/Tur,638175.000,201663.000,0.316000
Madhya Pradesh,2010-11,Bajra,200498.000,384178.000,1.916119
Madhya Pradesh,2010-11,Banana,8102.000,433263.000,53.476055
Madhya Pradesh,2010-11,Barley,76570.000,98699.000,1.289004
Madhya Pradesh,2010-11,Castor Seed,5886.000,2908.000,0.494054
Madhya Pradesh,2010-11,Coriander,174966.000,68864.000,0.393585
Madhya Pradesh,2010-11,Cotton(Lint),586270.000,1006894.000,1.717458
Madhya Pradesh,2010-11,Cowpea(Lobia),3488.000,810.000,0.232225
Madhya Pradesh,2010-11,Dry Chillies,54136.000,131713.000,2.433002
Madhya Pradesh,2010-11,Garlic,55537.000,182912.000,3.293516
Madhya Pradesh,2010-11,Ginger,8356.000,10041.000,1.201652
Madhya Pradesh,2010-11,Gram,2882264.000,2262577.000,0.785000
Madhya Pradesh,2010-11,Groundnut,201177.000,300558.000,1.493998
Madhya Pradesh,2010-11,Horse-Gram,19927.000,6531.000,0.327746
Madhya Pradesh,2010-11,Jowar,417357.000,590978.000,1.416001
Madhya Pradesh,2010-11,Khesari,52782.000,30040.000,0.569133
Madhya Pradesh,2010-11,Linseed,94394.000,40668.000,0.430832
Madhya Pradesh,2010-11,Maize,837865.000,1332205.000,1.590000
Madhya Pradesh,2010-11,Masoor,697685.000,201457.000,0.288751
Madhya Pradesh,2010-11,Mesta,370.000,914.000,2.470270
Madhya Pradesh,2010-11,Moong(Green Gram),86723.000,32427.000,0.373915
Madhya Pradesh,2010-11,Niger Seed,91857.000,20063.000,0.218416
Madhya Pradesh,2010-11,Onion,56243.000,902250.000,16.041996
Madhya Pradesh,2010-11,Other Kharif Pulses,1983.000,593.000,0.299042
Madhya Pradesh,2010-11,Peas & Beans (Pulses),247181.000,66496.000,0.269017
Madhya Pradesh,2010-11,Potato,76482.000,655527.000,8.570997
Madhya Pradesh,2010-11,Ragi,283.000,348.000,1.229682
Madhya Pradesh,2010-11,Rapeseed &Mustard,725721.000,818613.000,1.128000
Madhya Pradesh,2010-11,Rice,1573535.000,1766596.000,1.122693
Madhya Pradesh,2010-11,Safflower,376.000,85.000,0.226064
Madhya Pradesh,2010-11,Sannhamp,3629.000,7367.000,2.030036
Madhya Pradesh,2010-11,Sesamum,360426.000,177876.000,0.493516
Madhya Pradesh,2010-11,Small Millets,262854.000,88106.000,0.335190
Madhya Pradesh,2010-11,Soyabean,5538358.000,6522708.000,1.177733
Madhya Pradesh,2010-11,Sugarcane,48190.000,1960980.000,40.692675
Madhya Pradesh,2010-11,Sunflower,112.000,49.000,0.437500
Madhya Pradesh,2010-11,Sweet Potato,4278.000,17770.000,4.153810
Madhya Pradesh,2010-11,Tobacco,134.000,70.000,0.522388
Madhya Pradesh,2010-11,Turmeric,731.000,423.000,0.578659
Madhya Pradesh,2010-11,Urad,560448.000,217864.000,0.388732
Madhya Pradesh,2010-11,Wheat,4633125.000,9219781.000,1.989970
Madhya Pradesh,2011-12,Arhar/Tur,532260.000,334259.000,0.627999
Madhya Pradesh,2011-12,Bajra,199984.000,388201.000,1.941160
Madhya Pradesh,2011-12,Banana,16990.000,1190784.000,70.087345
Madhya Pradesh,2011-12,Barley,76885.000,128552.000,1.672004
Madhya Pradesh,2011-12,Castor Seed,1778.000,682.000,0.383577
Madhya Pradesh,2011-12,Coriander,158099.000,70512.000,0.445999
Madhya Pradesh,2011-12,Cotton(Lint),616858.000,1153463.000,1.869900
Madhya Pradesh,2011-12,Dry Chillies,57863.000,95243.000,1.646009
Madhya Pradesh,2011-12,Garlic,73907.000,331615.000,4.486923
Madhya Pradesh,2011-12,Ginger,9926.000,10714.000,1.079387
Madhya Pradesh,2011-12,Gram,2623653.000,2841598.000,1.083069
Madhya Pradesh,2011-12,Groundnut,222520.000,369161.000,1.659001
Madhya Pradesh,2011-12,Horse-Gram,18949.000,4507.000,0.237849
Madhya Pradesh,2011-12,Jowar,348697.000,540289.000,1.549451
Madhya Pradesh,2011-12,Khesari,53290.000,40447.000,0.758998
Madhya Pradesh,2011-12,Linseed,91173.000,47045.000,0.515997
Madhya Pradesh,2011-12,Maize,848894.000,1316635.000,1.551000
Madhya Pradesh,2011-12,Masoor,586000.000,215179.000,0.367200
Madhya Pradesh,2011-12,Mesta,394.000,687.000,1.743655
Madhya Pradesh,2011-12,Moong(Green Gram),82239.000,18912.000,0.229964
Madhya Pradesh,2011-12,Niger Seed,88711.000,16101.000,0.181499
Madhya Pradesh,2011-12,Onion,67857.000,1267840.000,18.683997
Madhya Pradesh,2011-12,Other  Rabi Pulses,17861.000,2171.000,0.121550
Madhya Pradesh,2011-12,Other Kharif Pulses,10098.000,2991.000,0.296197
Madhya Pradesh,2011-12,Peas & Beans (Pulses),231468.000,82168.000,0.354986
Madhya Pradesh,2011-12,Potato,83912.000,1028929.000,12.262001
Madhya Pradesh,2011-12,Ragi,262.000,136.000,0.519084
Madhya Pradesh,2011-12,Rapeseed &Mustard,662435.000,793080.000,1.197219
Madhya Pradesh,2011-12,Rice,1693231.000,2273045.000,1.342431
Madhya Pradesh,2011-12,Safflower,157.000,33.000,0.210191
Madhya Pradesh,2011-12,Sannhamp,3283.000,4400.000,1.340238
Madhya Pradesh,2011-12,Sesamum,328209.000,172311.000,0.525004
Madhya Pradesh,2011-12,Small Millets,256550.000,84888.000,0.330883
Madhya Pradesh,2011-12,Soyabean,5772461.000,6488246.000,1.124000
Madhya Pradesh,2011-12,Sugarcane,49502.000,1965790.000,39.711325
Madhya Pradesh,2011-12,Sunflower,55.000,2898.000,52.690909
Madhya Pradesh,2011-12,Sweet Potato,4924.000,22878.000,4.646223
Madhya Pradesh,2011-12,Tobacco,182.000,978.000,5.373626
Madhya Pradesh,2011-12,Turmeric,995.000,720.000,0.723618
Madhya Pradesh,2011-12,Urad,605673.000,166976.000,0.275687
Madhya Pradesh,2011-12,Wheat,5248479.000,14537038.000,2.769762
Madhya Pradesh,2012-13,Arhar/Tur,454539.000,314541.000,0.692000
Madhya Pradesh,2012-13,Bajra,193037.000,388390.000,2.011998
Madhya Pradesh,2012-13,Banana,18019.000,1881199.000,104.400855
Madhya Pradesh,2012-13,Barley,80682.000,108598.000,1.346000
Madhya Pradesh,2012-13,Castor Seed,3004.000,1468.000,0.488682
Madhya Pradesh,2012-13,Coriander,136731.000,83367.000,0.609715
Madhya Pradesh,2012-13,Cotton(Lint),593642.000,1162620.000,1.958453
Madhya Pradesh,2012-13,Dry Chillies,70602.000,184624.000,2.614997
Madhya Pradesh,2012-13,Garlic,75642.000,406266.000,5.370905
Madhya Pradesh,2012-13,Ginger,10578.000,18037.000,1.705143
Madhya Pradesh,2012-13,Gram,2716273.000,3318045.000,1.221543
Madhya Pradesh,2012-13,Groundnut,221154.000,352741.000,1.595002
Madhya Pradesh,2012-13,Horse-Gram,15653.000,6621.000,0.422986
Madhya Pradesh,2012-13,Jowar,294022.000,592454.000,2.014999
Madhya Pradesh,2012-13,Khesari,47460.000,40246.000,0.847998
Madhya Pradesh,2012-13,Linseed,87868.000,48240.000,0.549005
Madhya Pradesh,2012-13,Maize,854518.000,2380688.000,2.786001
Madhya Pradesh,2012-13,Masoor,509842.000,303928.000,0.596122
Madhya Pradesh,2012-13,Mesta,307.000,131.000,0.426710
Madhya Pradesh,2012-13,Moong(Green Gram),84595.000,31676.000,0.374443
Madhya Pradesh,2012-13,Niger Seed,77683.000,24716.000,0.318165
Madhya Pradesh,2012-13,Onion,72818.000,1423301.000,19.546005
Madhya Pradesh,2012-13,Other  Rabi Pulses,4502.000,779.000,0.173034
Madhya Pradesh,2012-13,Other Kharif Pulses,11773.000,2825.000,0.239956
Madhya Pradesh,2012-13,Peas & Beans (Pulses),209413.000,129725.000,0.619470
Madhya Pradesh,2012-13,Potato,81092.000,1157669.000,14.275995
Madhya Pradesh,2012-13,Ragi,415.000,190.000,0.457831
Madhya Pradesh,2012-13,Rapeseed &Mustard,703261.000,962061.000,1.368000
Madhya Pradesh,2012-13,Rice,1791157.000,3106146.000,1.734156
Madhya Pradesh,2012-13,Safflower,236.000,144.000,0.610169
Madhya Pradesh,2012-13,Sannhamp,2820.000,5467.000,1.938652
Madhya Pradesh,2012-13,Sesamum,289005.000,145048.000,0.501888
Madhya Pradesh,2012-13,Small Millets,216119.000,83977.000,0.388568
Madhya Pradesh,2012-13,Soyabean,6172638.000,8407133.000,1.362000
Madhya Pradesh,2012-13,Sugarcane,53901.000,2756580.000,51.141537
Madhya Pradesh,2012-13,Sunflower,48.000,38.000,0.791667
Madhya Pradesh,2012-13,Sweet Potato,4647.000,26213.000,5.640844
Madhya Pradesh,2012-13,Tobacco,148.000,100.000,0.675676
